candidateId,action,type,region,city,name,address,phone,website,googleMapsUri,businessStatus,possibleProviderIds,duplicateSignals,reviewReasons
google-place-chijuwpzaga5dw0rdcrilf6kj7q,corroborate_existing_provider,gp,Auckland,Kaipātiki,All Care Family Medical Centre - Northcote,"26 Kawana Street, Northcote, Auckland 0627",09 419 1267,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/all-care-family-medical-centre-northcote/,https://maps.google.com/?cid=13010798572881848948&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-all-care-family-medical-centre-northcote-36-8071-174-7412,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-all-care-family-medical-centre-northcote-36-8071-174-7412; Google Places result is 0 km from the query centre.; possible existing provider match: gp-all-care-family-medical-centre-northcote-36-8071-174-7412"
google-place-chijbc-cb5fhdw0rdiu8ffwo4hm,corroborate_existing_provider,gp,Auckland,Ponsonby,All Care Family Medical Centre- Ponsonby,"215 Ponsonby Road, Ponsonby, Auckland 1011",09 376 5580,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/all-care-family-medical-centre-ponsonby-1/,https://maps.google.com/?cid=8349689499537386254&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-all-care-family-medical-centre-ponsonby-36-8518-174-7452,phone; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-all-care-family-medical-centre-ponsonby-36-8518-174-7452; Google Places result is 0 km from the query centre.; possible existing provider match: gp-all-care-family-medical-centre-ponsonby-36-8518-174-7452"
google-place-chijxarcfag5dw0rlkqt6-vdskw,corroborate_existing_provider,gp,Auckland,Glenfield,Archers Medical Centre,"130 Archers Road, Glenfield, Auckland 0629",09 444 9324,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/archers-medical-centre/,https://maps.google.com/?cid=12414247096336729238&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-archers-medical-centre-36-7846-174-7340,phone; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-archers-medical-centre-36-7846-174-7340; Google Places result is 0 km from the query centre.; possible existing provider match: gp-archers-medical-centre-36-7846-174-7340"
google-place-chijtym05engdw0rzv0tkbja1wy,corroborate_existing_provider,gp,Auckland,Mount Albert,Assist Healthcare,"6 Mount Albert Road, Mount Albert, Auckland 1025",09 281 1900,,https://maps.google.com/?cid=492933819902721486&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-assist-healthcare-36-8844-174-7164,phone; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-assist-healthcare-36-8844-174-7164; Google Places result is 0 km from the query centre.; possible existing provider match: gp-assist-healthcare-36-8844-174-7164"
google-place-chijdzzlgty5dw0rl2z2obtay4s,corroborate_existing_provider,gp,Auckland,Takapuna,Byron Medical,"2 Byron Avenue, Takapuna, Beach 0622",09 486 2122,http://www.byronmedical.co.nz/,https://maps.google.com/?cid=10044082788790331031&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-byron-medical-36-7906-174-7726,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-byron-medical-36-7906-174-7726; Google Places result is 0 km from the query centre.; possible existing provider match: gp-byron-medical-36-7906-174-7726"
google-place-chijwyx5z9escm0rkvix3gam6hi,corroborate_existing_provider,gp,Auckland,Papakura,Clevedon Road Medical Centre,"1 Clevedon Road, Papakura, Auckland 2110",09 298 3110,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/clevedon-road-medical-centre-1/,https://maps.google.com/?cid=8280021876046123665&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-clevedon-road-medical-centre-37-0621-174-9486,phone; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-clevedon-road-medical-centre-37-0621-174-9486; Google Places result is 0 km from the query centre.; possible existing provider match: gp-clevedon-road-medical-centre-37-0621-174-9486"
google-place-chijqswa-otfdg0rz-3kt-3gqzs,corroborate_existing_provider,gp,Auckland,Warkworth,Coast to coast urgent care Warkworth,"77 Morrison Drive, Warkworth 0910",09 425 8585,,https://maps.google.com/?cid=11187470259215592807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-coast-to-coast-health-care-36-4116-174-6549,phone,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-coast-to-coast-health-care-36-4116-174-6549; Google Places result is 0 km from the query centre.; possible existing provider match: gp-coast-to-coast-health-care-36-4116-174-6549"
google-place-chij7zcezb1edw0rexiezbcvmu8,corroborate_existing_provider,gp,Auckland,Blockhouse Bay,Donovan Street Medical Centre,"8 Donovan Street, Blockhouse Bay, Auckland 0600",09 627 1290,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/donovan-street-medical-centre/,https://maps.google.com/?cid=17235891190373841017&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-donovan-street-medical-centre-36-9224-174-7018,phone; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-donovan-street-medical-centre-36-9224-174-7018; Google Places result is 0 km from the query centre.; possible existing provider match: gp-donovan-street-medical-centre-36-9224-174-7018"
google-place-chijz3acg4vhdw0r1unlypx8avo,corroborate_existing_provider,gp,Auckland,Ponsonby,Dr J C Featherston,"80 Jervois Road, Ponsonby, Auckland 1011",09 376 4920,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/general-practitioner/dr-jeffrey-fetherston/,https://maps.google.com/?cid=6514875761103815637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-doctors-on-jervois-36-8459-174-7414,phone; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-doctors-on-jervois-36-8459-174-7414; Google Places result is 0 km from the query centre.; possible existing provider match: gp-doctors-on-jervois-36-8459-174-7414"
google-place-chijqanku19odw0rouy2xouk0fq,corroborate_existing_provider,gp,Auckland,Māngere East,Dr John Upsdell - Doctors Clinic,"2 Graeme Avenue, Māngere East, Manukau 2024",09 278 7214,,https://maps.google.com/?cid=17641062547911535674&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-dr-upsdell-s-surgery-36-9725-174-8341,phone,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-dr-upsdell-s-surgery-36-9725-174-8341; Google Places result is 0 km from the query centre.; possible existing provider match: gp-dr-upsdell-s-surgery-36-9725-174-8341"
google-place-chijpzh5zy9hdw0rcl0nrqnhsgg,corroborate_existing_provider,gp,Auckland,Ponsonby,Dr Li Zhuang & Dr Michael Wah,"283 Ponsonby Road, Ponsonby, Auckland 1011",09 376 2760,,https://maps.google.com/?cid=597367979950693642&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-dr-zhuang-wah-surgery-36-8483-174-7443,phone,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-dr-zhuang-wah-surgery-36-8483-174-7443; Google Places result is 0 km from the query centre.; possible existing provider match: gp-dr-zhuang-wah-surgery-36-8483-174-7443"
google-place-chij17lxlplodw0rf1xissm3d8m,corroborate_existing_provider,gp,Auckland,Māngere East,East Tamaki Healthcare - Mangere East Clinic,"359 Massey Road, Māngere East, Auckland 2024",09 265 4955,http://ethc.co.nz/250/mangere-east,https://maps.google.com/?cid=14055655038955707519&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-local-doctors-massey-road-gp-36-9665-174-8251; gp-m-ngere-east-medical-centre-36-9665-174-8251,phone; gp-corroboration-target; name; near-target-location,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-m-ngere-east-medical-centre-36-9665-174-8251; Google Places result is 0.1 km from the query centre.; possible existing provider match: gp-local-doctors-massey-road-gp-36-9665-174-8251, gp-m-ngere-east-medical-centre-36-9665-174-8251"
google-place-chijwuro6kbpdw0rbrcsifxmoje,corroborate_existing_provider,gp,Auckland,Māngere East,East Tamaki Healthcare Mangere Town Centre,"10 Waddon Place, Māngere, Auckland 2022",09 275 7954,,https://maps.google.com/?cid=10493612486711973741&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-m-ngere-east-medical-centre-36-9665-174-8251,gp-corroboration-target; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-m-ngere-east-medical-centre-36-9665-174-8251; Google Places result is 2.4 km from the query centre.; possible existing provider match: gp-m-ngere-east-medical-centre-36-9665-174-8251"
google-place-chij8sbol9jldw0r-aeolb8kxm0,corroborate_existing_provider,gp,Auckland,Highland Park,Eastern Family Doctors,"17 Aviemore Drive, Highland Park, Auckland 2010",09 222 0168,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/eastern-family-doctors/,https://maps.google.com/?cid=14797742191936012792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-eastern-family-doctors-36-9008-174-9047,phone; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-eastern-family-doctors-36-9008-174-9047; Google Places result is 0 km from the query centre.; possible existing provider match: gp-eastern-family-doctors-36-9008-174-9047"
google-place-chijj9vkc4fidw0rwejsow3gzsw,corroborate_existing_provider,gp,Auckland,Epsom,Epsom Medical Care,"272 Manukau Road, Epsom, Auckland 1023",09 523 3488,https://lakesclinicepsom.co.nz/,https://maps.google.com/?cid=14728706392832755800&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-the-lakes-clinic-epsom-previously-epsom-medical-care-36-8863-174-7758,phone; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-the-lakes-clinic-epsom-previously-epsom-medical-care-36-8863-174-7758; Google Places result is 0 km from the query centre.; possible existing provider match: gp-the-lakes-clinic-epsom-previously-epsom-medical-care-36-8863-174-7758"
google-place-chijo4hu4q9ldw0rjqixecxvjka,corroborate_existing_provider,gp,Auckland,Highland Park,Family Health Care Medical Centre,"Stanley Healthcare Medical Centre Stanley Healthcare Medical Centre/17 Aberfeldy Avenue, Highland Park, Auckland 2010",09 537 3208,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/family-health-care-medical-centre/,https://maps.google.com/?cid=4622504989801556110&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-family-health-care-medical-centre-36-8999-174-9088,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-eastern-family-doctors-36-9008-174-9047; target GP source-corroboration provider: gp-family-health-care-medical-centre-36-8999-174-9088; Google Places result is 0 km from the query centre.; possible existing provider match: gp-family-health-care-medical-centre-36-8999-174-9088"
google-place-chij05nd9vm4dw0rs6tdl-21qdu,corroborate_existing_provider,gp,Auckland,North Shore,Family Medicine Birkenhead,"29 Birkenhead Avenue, Birkenhead, Auckland 0626",09 480 7204,http://www.familymedicine.co.nz/,https://maps.google.com/?cid=3866540312155628619&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-family-medicine-birkenhead-36-8103-174-7367,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-family-medicine-birkenhead-36-8103-174-7367; Google Places result is 0.9 km from the query centre.; possible existing provider match: gp-family-medicine-birkenhead-36-8103-174-7367"
google-place-chijfziclqrsdw0rd-l-b-euppi,corroborate_existing_provider,gp,Auckland,Manurewa,Fellbrook Medical Centre,"33 Fellbrook Street, Manurewa, Manukau 2102",09 269 0088,http://www.healthpoint.co.nz/doctors/gp/fellbrook-medical-centre/,https://maps.google.com/?cid=10567297366128255607&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-fellbrook-medical-centre-37-0205-174-8644,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-fellbrook-medical-centre-37-0205-174-8644; Google Places result is 0 km from the query centre.; possible existing provider match: gp-fellbrook-medical-centre-37-0205-174-8644"
google-place-chijwbd3fo45dw0rw-ewc4uvyos,corroborate_existing_provider,gp,Auckland,Forrest Hill,Forrest Hill Family Medical Centre,"1/1 Grenada Avenue, Forrest Hill, Auckland 0620",09 410 5411,http://www.healthpoint.co.nz/doctors/gp/forrest-hill-family-medical-centre/,https://maps.google.com/?cid=16960579857839878595&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-forrest-hill-family-medical-centre-36-7603-174-7471,phone; name; address,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-forrest-hill-family-medical-centre-36-7603-174-7471; Google Places result is 0 km from the query centre.; possible existing provider match: gp-forrest-hill-family-medical-centre-36-7603-174-7471"
google-place-chijkfoyx9y5dw0rhllfaoliiyk,corroborate_existing_provider,gp,Auckland,North Shore City,Green Cross Clinic,"4 Auburn Street, Takapuna, Auckland 0622",09 486 1001,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/green-cross-clinic/,https://maps.google.com/?cid=9881428105441007902&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-green-cross-clinic-36-7895-174-7689,phone; name,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-green-cross-clinic-36-7895-174-7689; Google Places result is 0 km from the query centre.; possible existing provider match: gp-green-cross-clinic-36-7895-174-7689"
google-place-chijwefgj9c5dw0r-ta0oskws8,corroborate_existing_provider,gp,Auckland,North Shore City,Greencross Clinic,"15 Anzac Street, Takapuna, Auckland 0622",09 486 1001,,https://maps.google.com/?cid=3441183893365650687&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,gp-green-cross-clinic-36-7895-174-7689,phone,"Google Places is a discovery/corroboration source, not enough by itself for live recommendations.; Confirm provider type, services, availability, cost, referral pathway, and support-preference tags from stronger public sources.; GP source corroboration task | GP record needs stronger corroboration: missing website; DoctorPricer-derived source. | missing fields: website | Google Places discovery/corroboration only; target GP source-corroboration provider: gp-green-cross-clinic-36-7895-174-7689; Google Places result is 0.4 km from the query centre.; possible existing provider match: gp-green-cross-clinic-36-7895-174-7689"
