reviewId,reviewCategory,providerId,name,clinicianName,practiceName,type,region,city,address,lat,lon,phone,text,email,website,bookingUrl,source,sourceQuality,confidence,needsManualVerification,verified,lastVerified,availabilityStatus,availabilityCheckedAt,availabilityEvidence,availabilitySource,availabilityNeedsManualReview,requiresReferral,referralType,referralSourceUrl,referralSourceExcerpt,referralConfidence,referralLastChecked,referralNeedsManualReview,tags,needScope,baselineScope,baselineScopeSource,baselineScopeNote,advertisedSpecialties,advertisedSpecialtyEvidence,specialtyTagsSource,specialties,services,patientGroups,ageGroups,onlineAvailable,phoneSupport,inPerson,crisisOnly,auditSeverity,auditRules,auditIssues,suggestedFixes,reviewPriority,priorityScore,reviewReasons,sourceUrls,sourceEvidenceSummary,publicCardPreviewText,reviewDecision,correctedFields,reviewer,reviewedDate,reviewNotes
provider:bay-of-plenty-te-puna-ora-mataatua-counselling,Sensitive tag or scope evidence,bay-of-plenty-te-puna-ora-mataatua-counselling,Te Puna Ora o Mataatua - Nga Mata Wai Ora Counselling,,,counsellor,Bay of Plenty,Whakatane,Whakatane,-37.9519223,176.9945977,0800 628 228,,,https://www.tpoom.co.nz/service/counselling,,https://www.tpoom.co.nz/service/counselling,provider-owned or NGO public page,high,false,2026-05,2026-05,not_published,2026-05,,https://www.tpoom.co.nz/service/counselling,true,,,,,,,,counsellor; therapy; maori; kaupapa-maori; whanau; youth; depression; anxiety; trauma; addiction; cost; fit; direct-contact,,,,,,,,,,,,,,,,medium,broad-tag-without-source-support,"Broad tag ""depression"" is present but source fields do not clearly support it.; Broad tag ""anxiety"" is present but source fields do not clearly support it.; Broad tag ""trauma"" is present but source fields do not clearly support it.; Broad tag ""addiction"" is present but source fields do not clearly support it.","Remove ""depression"" or add source-backed specialties/services evidence.; Remove ""anxiety"" or add source-backed specialties/services evidence.; Remove ""trauma"" or add source-backed specialties/services evidence.; Remove ""addiction"" or add source-backed specialties/services evidence.",high,3940,medium: broad-tag-without-source-support; availability needs manual review,https://www.tpoom.co.nz/service/counselling,"Source scan: clinician ""(none)"", practice ""Whakatāne Counselling Services"". | Depression or low mood: rs at our therapy space, or outdoors in our taiao – it’s all about what works for you. Our counselling covers: Mental health Alcohol & Addictions Trauma LGBQT+ Depression Anxiety B | Anxiety, panic, or overwhelm: herapy space, or outdoors in our taiao – it’s all about what works for you. Our counselling covers: Mental health Alcohol & Addictions Trauma LGBQT+ Depression Anxiety Bullying Eat | Trauma or sexual harm: nd Clinical Frameworks, our team is dedicated to working alongside individuals and whānau to change from a cycle of constant hurt, blaming, denial and reliving trauma. Our full ran | source-fit audit: Broad tag ""depression"" is present but source fields do not clearly support it. | source-fit audit: Broad tag ""anxiety"" is present but source fields do not clearly support it.","Te Puna Ora o Mataatua - Nga Mata Wai Ora Counselling Bay of Plenty / Whakatane Whakatane kaupapa Maori counselling and therapy hub for youth and adults across the Mataatua rohe. It welcomes self, whānau, and community referrals. Call 0800 MATAATUA and ask about counselling or mental health referral options. Ask about free or funded kaupapa Maori counselling and referral options. Availability: not_published",,{},,,
provider:canterbury-talking-therapy,Sensitive tag or scope evidence,canterbury-talking-therapy,Talking Therapy Psychotherapy and Counselling Centre,,,counsellor,Canterbury,Christchurch,"79 Bealey Avenue, Christchurch Central, Christchurch",-43.5206836,172.6308215,,,info@talkingtherapy.co.nz,https://talkingtherapy.co.nz/,https://talkingtherapy.co.nz/,https://talkingtherapy.co.nz/,provider-owned page,high,false,2026-05,2026-05,not_published,2026-05-24,,https://talkingtherapy.co.nz/,true,,,,,,,,counsellor; therapy; psychotherapy; depression; anxiety; stress; relationships; low-cost; cost; telehealth; fit; direct-contact,,,,,,,,Individual psychotherapy; Counselling; Professional supervision; Lower-cost therapy; Online therapy,,Adults,Adults,true,false,true,false,medium,broad-tag-without-source-support,"Broad tag ""depression"" is present but source fields do not clearly support it.; Broad tag ""anxiety"" is present but source fields do not clearly support it.","Remove ""depression"" or add source-backed specialties/services evidence.; Remove ""anxiety"" or add source-backed specialties/services evidence.",high,3940,medium: broad-tag-without-source-support; availability needs manual review,https://talkingtherapy.co.nz/,"Source scan: clinician ""(none)"", practice ""Talking Therapy"". | Depression or low mood: n Ingrid Gunby Twane Cheze-Gower Emily Cathro Explore Therapy Counselling Professional Supervision Psychotherapy Issues Treated Anxiety Codependency Depression Grief & Loss Self Es | Anxiety, panic, or overwhelm: e Deliefde Ursula Klein Ingrid Gunby Twane Cheze-Gower Emily Cathro Explore Therapy Counselling Professional Supervision Psychotherapy Issues Treated Anxiety Codependency Depressio | Trauma or sexual harm: ro Explore Therapy Counselling Professional Supervision Psychotherapy Issues Treated Anxiety Codependency Depression Grief & Loss Self Esteem Shame Trauma & PTSD Online Therapy Inf | source-fit audit: Broad tag ""depression"" is present but source fields do not clearly support it. | source-fit audit: Broad tag ""anxiety"" is present but source fields do not clearly support it.","Talking Therapy Psychotherapy and Counselling Centre Canterbury / Christchurch Christchurch psychotherapy and counselling centre with lower-cost therapy information and online therapy options. Email or use the booking option and ask about availability, lower-cost therapy, online appointments, and what first session would suit. The site lists affordable professional psychotherapy and counselling and lower-cost therapy information. Confirm current fees before booking. Availability: not_published",,{},,,
provider:hawkes-bay-talking-cure,Sensitive tag or scope evidence,hawkes-bay-talking-cure,Talking Cure,,,counsellor,Hawke's Bay,Napier,"Suite 2, Level 2, Ocean Suites, 19 Marine Parade, Napier",-39.4854638,176.9195499,027 441 1253,,chantal@talkingcure.co.nz,https://www.talktherapy.co.nz/contact,,https://www.talktherapy.co.nz/contact,provider-owned or NGO public page,high,false,2026-05,2026-05,not_published,2026-05,,https://www.talktherapy.co.nz/contact,true,,,,,,,,counsellor; therapy; psychotherapy; depression; anxiety; trauma; relationships; fit; direct-contact,,,,,,,,,,,,,,,,medium,broad-tag-without-source-support,"Broad tag ""depression"" is present but source fields do not clearly support it.; Broad tag ""anxiety"" is present but source fields do not clearly support it.; Broad tag ""trauma"" is present but source fields do not clearly support it.","Remove ""depression"" or add source-backed specialties/services evidence.; Remove ""anxiety"" or add source-backed specialties/services evidence.; Remove ""trauma"" or add source-backed specialties/services evidence.",high,3940,medium: broad-tag-without-source-support; availability needs manual review,https://www.talktherapy.co.nz/contact,"Source scan: clinician ""Talking Cure"", practice ""Talking Cure"". | Signal: 027 845 7755​ [email protected] Accepting New Clients Menu "" data-close-icon="" "" data-full-width=""yes""> Home The Team Services Individual Therapy ACC-Funded Therapy Personal Develo | accepting_or_booking_available: Contact Us – Enquire About Therapy | Talking Cure Talking Cure 027 845 7755​ [email protected] Accepting New Clients Menu "" data-close-icon="" "" data-full-width=""yes""> Home The Team | Signal: Link/button text: Contact Us | source-fit audit: Broad tag ""depression"" is present but source fields do not clearly support it. | source-fit audit: Broad tag ""anxiety"" is present but source fields do not clearly support it.","Talking Cure Hawke's Bay / Napier Napier counselling and psychotherapy contact with direct phone and email details. Phone or email and ask whether there is current availability, what the first session costs, and whether the service fits what you want help with. Private fees may apply; ask about ACC, WINZ, EAP, or other funding. Availability: not_published",,{},,,
provider:manawatu-authentically-u,Sensitive tag or scope evidence,manawatu-authentically-u,Authentically U,,,counsellor,Manawatu-Whanganui,Palmerston North,"345 Broadway Avenue, Palmerston North",-40.3521486,175.6170668,,,admin@authenticallyu.co.nz,https://www.authenticallyu.co.nz/,,https://www.authenticallyu.co.nz/,provider-owned page,high,false,2026-05,2026-05,not_published,2026-05-24,,https://www.authenticallyu.co.nz/,true,,,,,,,,counsellor; therapy; depression; anxiety; stress; sleep; grief; loss; cost; fit; direct-contact,,,,,,,,Talk therapy; Stress; Anxiety; Sleep problems; Grief and loss; Wellbeing,,,,false,false,true,false,medium,broad-tag-without-source-support,"Broad tag ""depression"" is present but source fields do not clearly support it.","Remove ""depression"" or add source-backed specialties/services evidence.",high,3940,medium: broad-tag-without-source-support; availability needs manual review,https://www.authenticallyu.co.nz/,"Source scan: clinician ""(none)"", practice ""Authentically U"". | Depression or low mood: talk through issues with a trained 'talk therapist'. Our team work with people of all ages (including children and young people) who might be struggling with depression, anxiety, s | Anxiety, panic, or overwhelm: rough the menu items. Move forward with confidence to a life of wellbeing and contentment. Talk Therapy & Wellbeing Services Helping you to manage stress and anxiety and reset your | Trauma or sexual harm: ​ I am passionate about supporting people along their journey to improving their well-being. I have worked with many people that have a history of historical trauma, and I understa | source-fit audit: Broad tag ""depression"" is present but source fields do not clearly support it.","Authentically U Manawatu-Whanganui / Palmerston North Palmerston North talk therapy service for stress, anxiety, sleep, grief, and wellbeing, with a free short consultation listed. Call or email and ask for the free 15-minute consultation, current fees, and whether talk therapy fits what is happening. Ask about current fees and any funded options. Free 15-minute consultation is listed. Availability: not_published",,{},,,
provider:nelson-marlborough-haumanu-hapu,Sensitive tag or scope evidence,nelson-marlborough-haumanu-hapu,Haumanu Hapu,,,counsellor,Nelson Marlborough Tasman,"Richmond, Motueka, and Blenheim","22 Queen Street, Blenheim",-41.5130604,173.9553646,021 269 4876,,kiaora@haumanuhapu.nz,https://www.haumanuhapu.nz/contact,,https://www.haumanuhapu.nz/contact,provider-owned page,high,false,2026-05,2026-05,not_published,2026-05-24,,https://www.haumanuhapu.nz/contact,true,,,,,,,,counsellor; therapy; psychologist; trauma-informed; maori; whanau; youth; child; depression; anxiety; trauma; assessment; fit; direct-contact,,,,,,,,Counselling; Psychological assessment; Trauma support; Mental health nursing; Speech and language therapy; Nutrition support,,Tamariki; Rangatahi; Adults; Whanau,Children; Adolescents; Adults,false,false,true,false,medium,broad-tag-without-source-support,"Broad tag ""depression"" is present but source fields do not clearly support it.; Broad tag ""anxiety"" is present but source fields do not clearly support it.","Remove ""depression"" or add source-backed specialties/services evidence.; Remove ""anxiety"" or add source-backed specialties/services evidence.",high,3940,medium: broad-tag-without-source-support; availability needs manual review,https://www.haumanuhapu.nz/contact,"Source scan: clinician ""Haumanu Hapu"", practice ""(none)"". | Depression or low mood: onal therapy Physiotherapy and gentle Toyohari acupuncture Speech and language therapy Dietetic support ​ ​ Support is available for trauma recovery, anxiety, depression, chronic c | Anxiety, panic, or overwhelm: Occupational therapy Physiotherapy and gentle Toyohari acupuncture Speech and language therapy Dietetic support ​ ​ Support is available for trauma recovery, anxiety, depression, c | Trauma or sexual harm: rough the menu items. Contact Let's Connect Reaching out for support can feel like a big step. Whether you are seeking counselling, psychological assessment, trauma support, occupa | source-fit audit: Broad tag ""depression"" is present but source fields do not clearly support it. | source-fit audit: Broad tag ""anxiety"" is present but source fields do not clearly support it.","Haumanu Hapu Nelson Marlborough Tasman / Richmond, Motueka, and Blenheim Multidisciplinary support across Richmond, Motueka, and Blenheim, with counselling, psychological assessment, trauma support, and whanau-centred care listed. Email or call and ask which location and provider type fits, what availability looks like, and what costs or funding options apply. Ask about current fees, ACC, funded options, and referral needs. Availability: not_published",,{},,,
provider:marlborough-rosemary-crockett-counselling,Sensitive tag or scope evidence,marlborough-rosemary-crockett-counselling,Rosemary Crockett Counselling,,,counsellor,Nelson Marlborough Tasman,Blenheim,"Unit 3, 19 Henry Street, Blenheim 7201",-41.51603,173.9528,021 062 6960,,rcrockettcounselling@gmail.com,https://www.rosemarycrockettcounselling.com/,,https://www.rosemarycrockettcounselling.com/,provider-owned page,high,false,2026-05,2026-05,not_published,2026-05-24,,https://www.rosemarycrockettcounselling.com/,true,,,,,,,,counsellor; therapy; trauma; sexual-harm; acc; sensitive-claims; grief; depression; anxiety; cost; fit; direct-contact; telehealth; online,,,,,,,,Counselling; ACC Sensitive Claims; Grief support; Child protection background; Online counselling by arrangement,,Adults,Adults,true,false,true,false,medium,broad-tag-without-source-support,"Broad tag ""depression"" is present but source fields do not clearly support it.; Broad tag ""anxiety"" is present but source fields do not clearly support it.","Remove ""depression"" or add source-backed specialties/services evidence.; Remove ""anxiety"" or add source-backed specialties/services evidence.",high,3940,medium: broad-tag-without-source-support; availability needs manual review,https://www.rosemarycrockettcounselling.com/,"Source scan: clinician ""Lois Tonkin"", practice ""Rosemary Crockett Counselling"". | Depression or low mood: ope and make positive choices to manage challenges around: Grief and Loss Stress Couple and Family Relationships Trauma Self Esteem and Identity Anxiety Depression Work Place Chall | Anxiety, panic, or overwhelm: to find hope and make positive choices to manage challenges around: Grief and Loss Stress Couple and Family Relationships Trauma Self Esteem and Identity Anxiety Depression Work Pl | Trauma or sexual harm: ing you worry. I can support you to find hope and make positive choices to manage challenges around: Grief and Loss Stress Couple and Family Relationships Trauma Self Esteem and Id | source-fit audit: Broad tag ""depression"" is present but source fields do not clearly support it. | source-fit audit: Broad tag ""anxiety"" is present but source fields do not clearly support it.","Rosemary Crockett Counselling Nelson Marlborough Tasman / Blenheim Blenheim counsellor and ACC Sensitive Claims approved provider. Psychology Today lists in-person sessions in Blenheim and online sessions by arrangement; treat as remote for Golden Bay unless the user chooses telehealth. Text or email and ask about current availability, online or Blenheim in-person options, ACC Sensitive Claims, private fees, and whether the support fits what is happening. Private fees may apply. The provider lists ACC Sensitive Claims approval; ask about ACC, WINZ, EAP, or private fees. Availability: not_published",,{},,,
provider:northland-jigsaw-north-counselling,Sensitive tag or scope evidence,northland-jigsaw-north-counselling,Jigsaw North Manaaki Whanau Counselling,,,counsellor,Northland,Whangarei,"25 Otaika Road, Woodhill, Whangarei 0110",-35.7342438,174.3103442,09 438 8852,,contact@jigsawnorth.org.nz,https://www.jigsawnorth.org.nz/counselling/,,https://www.jigsawnorth.org.nz/counselling/,provider-owned page,high,false,2026-05,2026-05,not_published,2026-05-24,,https://www.jigsawnorth.org.nz/counselling/,true,,,,,,,,counsellor; therapy; youth; child; family; whanau; maori; kaupapa-maori; cost; depression; anxiety; trauma; family-violence; fit; direct-contact,,,,,,,,"Individual counselling for tamariki, rangatahi, whanau, parents, and caregivers; Family support; Parenting support",,Children; Rangatahi; Parents; Caregivers; Whanau with children under 18,Children; Adolescents; Adults,false,false,true,false,medium,broad-tag-without-source-support,"Broad tag ""depression"" is present but source fields do not clearly support it.; Broad tag ""anxiety"" is present but source fields do not clearly support it.; Broad tag ""trauma"" is present but source fields do not clearly support it.","Remove ""depression"" or add source-backed specialties/services evidence.; Remove ""anxiety"" or add source-backed specialties/services evidence.; Remove ""trauma"" or add source-backed specialties/services evidence.",high,3940,medium: broad-tag-without-source-support; availability needs manual review,https://www.jigsawnorth.org.nz/counselling/,"Source scan: clinician ""(none)"", practice ""Whangarei counselling services"". | Maori: Whangarei counselling services | Jigsaw North Manaaki Whānau Skip to main content Donate now before 31 March for a tax rebate SERVICES COUNSELLING SOCIAL WORK SUPPORT PARENTING COU | Signal: ENTING COURSES ABOUT OUR STORY MEET THE TEAM BOARD MEMBERS SUPPORTERS JOB VACANCIES CONTACT US REFERRAL FORM HELPLINES CLIENT FEEDBACK DONATE DONATE Free counselling support We off | long_wait_or_waitlist: or support and healing. Self-referrals are welcome – reach out when you're ready. Due to the high need in our community, as of August 2025, we currently have a waitlist of 5-6 mont | source-fit audit: Broad tag ""depression"" is present but source fields do not clearly support it. | source-fit audit: Broad tag ""anxiety"" is present but source fields do not clearly support it.","Jigsaw North Manaaki Whanau Counselling Northland / Whangarei Free Whangarei counselling and family support for tamariki, rangatahi, parents, caregivers, and whanau. A practical first step when cost is a barrier and the person needing support is connected with a child or young person. Call or email Jigsaw North and ask whether counselling is open, how long the wait may be, and what information they need for a referral. Free service for whanau and caregivers who have children 18 years and under in the Whangarei District. Availability: not_published",,{},,,
provider:south-canterbury-mokonui-talk,Sensitive tag or scope evidence,south-canterbury-mokonui-talk,Mokonui-a-rangi TALK,,,counsellor,South Canterbury,Timaru,"24 George Street, Timaru 7910",-44.3971989,171.2545851,,,talk@mokonui.com,https://www.mokonui.com/,,https://www.mokonui.com/,provider-owned or NGO public page,high,false,2026-05,2026-05,not_published,2026-05,,https://www.mokonui.com/,true,,,,,,,,counsellor; therapy; maori; kaupapa-maori; whanau; youth; family; depression; anxiety; trauma; acc; sensitive-claims; cost; fit; direct-contact,,,,,,,,,,,,,,,,medium,broad-tag-without-source-support,"Broad tag ""depression"" is present but source fields do not clearly support it.; Broad tag ""anxiety"" is present but source fields do not clearly support it.","Remove ""depression"" or add source-backed specialties/services evidence.; Remove ""anxiety"" or add source-backed specialties/services evidence.",high,3940,medium: broad-tag-without-source-support; availability needs manual review,https://www.mokonui.com/,"Source scan: clinician ""Mokonui-a-rangi TALK"", practice ""Free counselling and therapy ACC Sensitive Claim Timaru"". | Trauma or sexual harm: Mokonui Talk-Counselling and Talking Therapy Timaru 0 Skip to Content Who We Are- About Us Talking Therapy ACC Sensitive Claim Contact/Refer Fees Resources Privacy Statement Mokonu | Alcohol, drug, or gambling harm: rtlett tōku ingoa. A little bit about myself, currently I am a kaiako for a tertiary institution within Timaru. My past mahi has been within mental health and addiction and family  | Maori: ory. We strive to create a truly inclusive and caring environment where everyone feels understood and supported. We're also passionate about social justice. As māori feminist pract | source-fit audit: Broad tag ""depression"" is present but source fields do not clearly support it. | source-fit audit: Broad tag ""anxiety"" is present but source fields do not clearly support it.","Mokonui-a-rangi TALK South Canterbury / Timaru Timaru kaupapa Maori and community counselling option with direct phone and email contact. Useful when a whanau-centred or culturally grounded service would feel safer. Phone or email and ask about TALK counselling, current availability, and whether the service fits your situation. ACC Sensitive Claims may be funded; ask about private fees or other funding before booking. Availability: not_published",,{},,,
provider:southland-gore-counselling-centre,Sensitive tag or scope evidence,southland-gore-counselling-centre,Gore Counselling Centre,,,counsellor,Southland,Gore,"13 Traford Street, Gore 9710",-46.0967708,168.9439144,03 208 9734,,gorecounsellingcentre@xtra.co.nz,https://www.gorecounsellingcentre.com/,,https://www.gorecounsellingcentre.com/,provider-owned or NGO public page,high,false,2026-05,2026-05,not_published,2026-05,,https://www.gorecounsellingcentre.com/,true,,,,,,,,counsellor; therapy; depression; anxiety; stress; relationships; cost; fit; direct-contact,,,,,,,,,,,,,,,,medium,broad-tag-without-source-support,"Broad tag ""depression"" is present but source fields do not clearly support it.; Broad tag ""anxiety"" is present but source fields do not clearly support it.","Remove ""depression"" or add source-backed specialties/services evidence.; Remove ""anxiety"" or add source-backed specialties/services evidence.",high,3940,medium: broad-tag-without-source-support; availability needs manual review,https://www.gorecounsellingcentre.com/,"Source scan: clinician ""(none)"", practice ""Gore Counselling Centre"". | Trauma or sexual harm: Home Gore Counselling Centre Home Counselling AOD Sexual Harm About Contact/Referral Welcome to Gore Counselling Centre He mahi tautoko ki nga tangata The Gore and Districts Commun | Alcohol, drug, or gambling harm: /Referral Welcome to Gore Counselling Centre He mahi tautoko ki nga tangata The Gore and Districts Community Counselling Centre Inc. provides counselling and Alcohol and Other Drug | Work, study, money, or housing stress: counselling and group programs - Family Court counselling - Relationship counselling - New Zealand Transport Authority (NZTA) driver licence s65 assessments - Workplace counselling | source-fit audit: Broad tag ""depression"" is present but source fields do not clearly support it. | source-fit audit: Broad tag ""anxiety"" is present but source fields do not clearly support it.","Gore Counselling Centre Southland / Gore Gore community counselling service with direct phone and email contact. Phone or email and ask about current availability, cost, and the easiest way to start. Ask about free or funded counselling options; community counselling service. Availability: not_published",,{},,,
provider:southland-growth-online-counselling,Sensitive tag or scope evidence,southland-growth-online-counselling,Growth Online Counselling,,,counsellor,Southland,Invercargill and online,,,,,,jackie@growthonlinecounselling.com,https://www.growthonlinecounselling.com/contact,,https://www.growthonlinecounselling.com/contact,provider-owned or NGO public page,high,false,2026-05,2026-05,not_published,2026-05,,https://www.growthonlinecounselling.com/contact,true,,,,,,,,counsellor; therapy; telehealth; depression; anxiety; stress; transport; fit; direct-contact,,,,,,,,,,,,,,,,medium,broad-tag-without-source-support,"Broad tag ""depression"" is present but source fields do not clearly support it.; Broad tag ""anxiety"" is present but source fields do not clearly support it.","Remove ""depression"" or add source-backed specialties/services evidence.; Remove ""anxiety"" or add source-backed specialties/services evidence.",high,3940,medium: broad-tag-without-source-support; availability needs manual review,https://www.growthonlinecounselling.com/contact,"Source scan: clinician ""(none)"", practice ""Growth Online Counselling"". | Telehealth / phone or video appointments: Growth online counselling Skip to Content Open Menu Close Menu Home Counselling Information EAP Services Contact 0 0 Book Now Home Counselling Information EAP Ser | Signal: Growth online counselling Skip to Content Open Menu Close Menu Home Counselling Information EAP Services Contact 0 0 Book Now Home Counselling Information EAP Services Contact 0 0  | Signal: Growth online counselling Skip to Content Open Menu Close Menu Home Counselling Information EAP Services Contact 0 0 Book Now Home Counselling Information EAP Services Contact 0 0  | source-fit audit: Broad tag ""depression"" is present but source fields do not clearly support it. | source-fit audit: Broad tag ""anxiety"" is present but source fields do not clearly support it.","Growth Online Counselling Southland / Invercargill and online Southland-based online counselling contact for people who may prefer email contact first or cannot easily travel. Email or use the contact form and ask about availability, cost, and whether online counselling would fit your needs. Private fees may apply; ask about funded or reduced-cost options before booking. Availability: not_published",,{},,,
provider:southland-lighthouse-family-violence-support,Sensitive tag or scope evidence,southland-lighthouse-family-violence-support,Lighthouse Southland,,,counsellor,Southland,Invercargill,"59 Gala Street, Invercargill 9810",-46.406543,168.3501178,03 218 4468,027 260 5034,office@lighthousesouthland.org.nz,https://www.lighthousesouthland.org.nz/,,https://nnfvs.org.nz/support/lighthouse/,provider-owned or NGO public page,high,false,2026-05,2026-05,not_published,2026-05,,https://nnfvs.org.nz/support/lighthouse/,true,,,,,,,,counsellor; family-violence; men; women; youth; children; trauma; anger; relationships; cost; fit; direct-contact,,,,,,,,,,,,,,,,medium,broad-tag-without-source-support,"Broad tag ""trauma"" is present but source fields do not clearly support it.","Remove ""trauma"" or add source-backed specialties/services evidence.",high,3940,medium: broad-tag-without-source-support; availability needs manual review,https://www.lighthousesouthland.org.nz/; https://nnfvs.org.nz/support/lighthouse/,"Source scan: clinician ""Lighthouse Southland"", practice ""(none)"". | Maori: n, support and a therapeutic lens to help support change and safety. Please check out our service and programmes to see how we might support you or your family/whānau. Or contact u | Signal: Contact/Referrals Exit Exit Contact Want to get in touch? Send us a text, give us a call or pop into our offices at 59 Gala Street. Need Support? Please feel free to contact us if  | Signal: Link/button text: Contact/Referrals | source-fit audit: Broad tag ""trauma"" is present but source fields do not clearly support it.","Lighthouse Southland Southland / Invercargill Invercargill family violence counselling, education, and support for men, women, young people, and children. Call, text, or email and ask which programme or support option fits your situation. Ask about free or funded family violence, counselling, education, and support options. Availability: not_published",,{},,,
provider:southland-loss-and-grief-centre,Sensitive tag or scope evidence,southland-loss-and-grief-centre,Loss and Grief Centre Southland,,,counsellor,Southland,Invercargill,"115 Clyde Street, Invercargill 9810",-46.4194603,168.3469905,027 443 8788,,lossandgriefcentre@gmail.com,https://www.lossandgriefcentre.com/,,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/loss-and-grief-centre/at/17-the-crescent-invercargill/,trusted health directory,high,false,2026-05,2026-05,not_published,2026-05,,https://www.healthpoint.co.nz/mental-health-addictions/mental-health/loss-and-grief-centre/at/17-the-crescent-invercargill/,true,,,,,,,,counsellor; therapy; grief; loss; depression; anxiety; cost; fit; direct-contact,,,,,,,,,,,,,,,,medium,broad-tag-without-source-support,"Broad tag ""depression"" is present but source fields do not clearly support it.; Broad tag ""anxiety"" is present but source fields do not clearly support it.","Remove ""depression"" or add source-backed specialties/services evidence.; Remove ""anxiety"" or add source-backed specialties/services evidence.",high,3940,medium: broad-tag-without-source-support; availability needs manual review,https://www.lossandgriefcentre.com/; https://www.healthpoint.co.nz/mental-health-addictions/mental-health/loss-and-grief-centre/at/17-the-crescent-invercargill/,"Source scan: clinician ""(none)"", practice ""Loss and Grief Centre Southland"". | accepting_or_booking_available: support for anyone within our Southland Community. ​ To arrange support, please contact us on 027 443 8788 or 03 2140393 lossandgriefcentre@gmail.com Or book an appointment online  | Signal: support for anyone within our Southland Community. ​ To arrange support, please contact us on 027 443 8788 or 03 2140393 lossandgriefcentre@gmail.com Or book an appointment online  | source-fit audit: Broad tag ""depression"" is present but source fields do not clearly support it. | source-fit audit: Broad tag ""anxiety"" is present but source fields do not clearly support it.","Loss and Grief Centre Southland Southland / Invercargill Invercargill counselling and support contact for grief, loss, and the emotional strain that can come with major life changes. Phone or email and ask about a first appointment or support option. Subsidised counselling is available, including Work and Income subsidised counselling; donations may be appreciated for some support options. Availability: not_published",,{},,,
provider:tairawhiti-whaiora-sv-specialist-services,Sensitive tag or scope evidence,tairawhiti-whaiora-sv-specialist-services,Whaiora SV Specialist Services,,,counsellor,Tairawhiti,Gisborne,"141 Bright Street, Gisborne",-38.6664272,178.0237105,0800 883 300,,admin@whaiora.maori.nz,https://www.whaiora.maori.nz/contact-us/,,https://www.whaiora.maori.nz/contact-us/,provider-owned or NGO public page,high,false,2026-05,2026-05,not_published,2026-05,,https://www.whaiora.maori.nz/contact-us/,true,,,,,,,,counsellor; maori; kaupapa-maori; trauma; sexual-harm; family; youth; cost; fit; direct-contact,trauma,,,,,,,,,,,,,,,medium,broad-tag-without-source-support,"Broad tag ""trauma"" is present but source fields do not clearly support it.","Remove ""trauma"" or add source-backed specialties/services evidence.",high,3940,medium: broad-tag-without-source-support; availability needs manual review,https://www.whaiora.maori.nz/contact-us/,"Source scan: clinician ""(none)"", practice ""Whaiora SV Specialist Services"". | Trauma or sexual harm: le reflect a lot of my own culture, norms, and values, I feel right at home. It is an honour and a privilege that I get to share my knowledge and experience in trauma and grief, bu | Maori: Contact Us - Whaiora Incorporated People who are nurtured out of love will realise their magnificence. CALL NOW 0800 88 3300 EMAIL US admin@whaiora.maori.nz Home About Us Our Team  | Signal: support and prevention education wananga/programmes. Contact Info Phone: 06 867 9967 or 0800 88 3300 Email: admin@whaiora.maori.nz 141 Bright Street, Gisborne Referral Form Referra | source-fit audit: Broad tag ""trauma"" is present but source fields do not clearly support it.","Whaiora SV Specialist Services Tairawhiti / Gisborne Gisborne Māori provider offering sexual violence crisis support, counselling, court support, and prevention education. Call or email and ask for sexual violence counselling or support options. Ask about free or funded sexual violence counselling and support pathways. Availability: not_published",,{},,,
